species,chromosome,chromosome_size_chunks,num_oligocentromere_arrays,num_oligocentromere_chunks,non_oligo_chunks,mean_array_length_chunks,median_array_length_chunks,mean_gap_chunks,median_gap_chunks
Carex_laevigata,OZ173141.1,1996,18,74,1922,4.111111111111111,4,101.15789473684211,63
Carex_laevigata,OZ173142.1,1992,11,65,1927,5.909090909090909,6,160.58333333333334,132
Carex_laevigata,OZ173143.1,1961,13,77,1884,5.923076923076923,6,134.57142857142858,138.5
Carex_laevigata,OZ173144.1,1933,13,60,1873,4.615384615384615,4,133.78571428571428,126.5
Carex_laevigata,OZ173145.1,1881,10,51,1830,5.1,5.5,166.36363636363637,163
Carex_laevigata,OZ173146.1,1800,14,76,1724,5.428571428571429,4.5,114.93333333333334,121
Carex_laevigata,OZ173147.1,1753,11,65,1688,5.909090909090909,5,140.66666666666666,162
Carex_laevigata,OZ173148.1,1733,10,54,1679,5.4,5.5,152.63636363636363,142
Carex_laevigata,OZ173149.1,1685,12,56,1629,4.666666666666667,5,125.3076923076923,136
Carex_laevigata,OZ173150.1,1682,10,54,1628,5.4,6,148,169
Carex_laevigata,OZ173151.1,1656,14,75,1581,5.357142857142857,5.5,105.4,99
Carex_laevigata,OZ173152.1,1602,11,64,1538,5.818181818181818,6,128.16666666666666,165.5
Carex_laevigata,OZ173153.1,1570,8,52,1518,6.5,6,168.66666666666666,195
Carex_laevigata,OZ173154.1,1550,9,48,1502,5.333333333333333,5,150.2,171
Carex_laevigata,OZ173155.1,1512,11,53,1459,4.818181818181818,5,121.58333333333333,111
Carex_laevigata,OZ173156.1,1459,11,48,1411,4.363636363636363,5,117.58333333333333,145.5
Carex_laevigata,OZ173157.1,1431,10,48,1383,4.8,5.5,125.72727272727273,34
Carex_laevigata,OZ173158.1,1355,9,34,1321,3.7777777777777777,4,132.1,119
Carex_laevigata,OZ173159.1,1198,8,33,1165,4.125,5,129.44444444444446,184
Bolboschoenus_planiculmis,CM062750.1,863,8,18,845,2.25,2,93.88888888888889,91
Bolboschoenus_planiculmis,CM062751.1,903,8,19,884,2.375,2,98.22222222222223,126
Bolboschoenus_planiculmis,CM062752.1,723,8,25,698,3.125,2.5,77.55555555555556,5
Bolboschoenus_planiculmis,CM062753.1,633,12,24,609,2,1.5,46.84615384615385,25
Bolboschoenus_planiculmis,CM062754.1,720,6,11,709,1.8333333333333333,2,101.28571428571429,50
Bolboschoenus_planiculmis,CM062755.1,740,3,7,733,2.3333333333333335,2,183.25,180.5
Bolboschoenus_planiculmis,CM062756.1,1814,5,10,1804,2,2,300.6666666666667,231
Bolboschoenus_planiculmis,CM062757.1,770,3,8,762,2.6666666666666665,3,190.5,28.5
Bolboschoenus_planiculmis,CM062758.1,841,6,11,830,1.8333333333333333,2,118.57142857142857,6
Bolboschoenus_planiculmis,CM062759.1,970,25,79,891,3.16,2,34.26923076923077,7
Bolboschoenus_planiculmis,CM062760.1,917,12,20,897,1.6666666666666667,2,69,87
Bolboschoenus_planiculmis,CM062761.1,910,7,14,896,2,2,112,99.5
Bolboschoenus_planiculmis,CM062762.1,660,6,10,650,1.6666666666666667,2,92.85714285714286,11
Bolboschoenus_planiculmis,CM062763.1,899,8,18,881,2.25,2,97.88888888888889,66
Bolboschoenus_planiculmis,CM062764.1,897,8,20,877,2.5,2,97.44444444444444,85
Bolboschoenus_planiculmis,CM062765.1,887,6,30,857,5,3,122.42857142857143,84
Bolboschoenus_planiculmis,CM062766.1,887,10,23,864,2.3,2,78.54545454545455,6
Bolboschoenus_planiculmis,CM062767.1,874,12,36,838,3,2,64.46153846153847,89
Bolboschoenus_planiculmis,CM062768.1,852,6,21,831,3.5,3,118.71428571428571,91
Bolboschoenus_planiculmis,CM062769.1,847,7,38,809,5.428571428571429,3,101.125,113
Bolboschoenus_planiculmis,CM062770.1,857,8,23,834,2.875,3,92.66666666666667,99
Bolboschoenus_planiculmis,CM062771.1,832,11,25,807,2.272727272727273,2,67.25,20.5
Bolboschoenus_planiculmis,CM062772.1,838,5,22,816,4.4,4,136,104
Bolboschoenus_planiculmis,CM062773.1,837,8,30,807,3.75,2,89.66666666666667,58
Bolboschoenus_planiculmis,CM062774.1,983,5,16,967,3.2,4,161.16666666666666,140
Bolboschoenus_planiculmis,CM062775.1,827,12,23,804,1.9166666666666667,2,61.84615384615385,10
Bolboschoenus_planiculmis,CM062776.1,798,6,16,782,2.6666666666666665,3,111.71428571428571,79
Bolboschoenus_planiculmis,CM062777.1,812,6,15,797,2.5,2.5,113.85714285714286,106
Bolboschoenus_planiculmis,CM062778.1,811,10,19,792,1.9,2,72,62
Bolboschoenus_planiculmis,CM062779.1,808,10,24,784,2.4,2,71.27272727272727,88
Bolboschoenus_planiculmis,CM062780.1,780,5,13,767,2.6,2,127.83333333333333,142
Bolboschoenus_planiculmis,CM062781.1,776,6,19,757,3.1666666666666665,3,108.14285714285714,114
Bolboschoenus_planiculmis,CM062782.1,773,4,15,758,3.75,3,151.6,175
Bolboschoenus_planiculmis,CM062783.1,769,7,13,756,1.8571428571428572,2,94.5,82.5
Bolboschoenus_planiculmis,CM062784.1,750,4,10,740,2.5,2,148,114
Bolboschoenus_planiculmis,CM062785.1,741,6,12,729,2,2,104.14285714285714,92
Bolboschoenus_planiculmis,CM062786.1,738,4,10,728,2.5,2.5,145.6,179
Bolboschoenus_planiculmis,CM062787.1,935,8,19,916,2.375,2,101.77777777777777,9
Bolboschoenus_planiculmis,CM062788.1,657,7,17,640,2.4285714285714284,2,80,84.5
Bolboschoenus_planiculmis,CM062789.1,641,7,20,621,2.857142857142857,2,77.625,6
Bolboschoenus_planiculmis,CM062790.1,712,7,16,696,2.2857142857142856,2,87,110.5
Bolboschoenus_planiculmis,CM062791.1,714,7,15,699,2.142857142857143,2,87.375,77
Bolboschoenus_planiculmis,CM062792.1,703,7,16,687,2.2857142857142856,2,85.875,96.5
Bolboschoenus_planiculmis,CM062793.1,695,8,17,678,2.125,2,75.33333333333333,64
Bolboschoenus_planiculmis,CM062794.1,683,10,27,656,2.7,2.5,59.63636363636363,13
Bolboschoenus_planiculmis,CM062795.1,688,4,8,680,2,2,136,115
Bolboschoenus_planiculmis,CM062796.1,688,5,12,676,2.4,2,112.66666666666667,138
Bolboschoenus_planiculmis,CM062797.1,714,5,10,704,2,2,117.33333333333333,120
Bolboschoenus_planiculmis,CM062798.1,666,13,17,649,1.3076923076923077,1,46.357142857142854,18.5
Bolboschoenus_planiculmis,CM062799.1,666,5,11,655,2.2,2,109.16666666666667,102.5
Bolboschoenus_planiculmis,CM062800.1,657,4,9,648,2.25,2,129.6,91
Bolboschoenus_planiculmis,CM062801.1,1268,8,31,1237,3.875,2.5,137.44444444444446,10
Bolboschoenus_planiculmis,CM062802.1,645,10,41,604,4.1,3.5,54.90909090909091,5
Bolboschoenus_planiculmis,CM062803.1,1063,5,15,1048,3,3,174.66666666666666,135.5
Carex_extensa,OZ205459.1,4866,26,87,4779,3.3461538461538463,3,177,156
Carex_extensa,OZ205460.1,3327,16,49,3278,3.0625,3,192.8235294117647,144
Carex_extensa,OZ205461.1,3080,16,45,3035,2.8125,3,178.52941176470588,164
Carex_extensa,OZ205462.1,2560,17,49,2511,2.8823529411764706,3,139.5,126
Carex_extensa,OZ205463.1,2464,17,57,2407,3.3529411764705883,4,133.72222222222223,122
Carex_extensa,OZ205464.1,2420,16,49,2371,3.0625,3,139.47058823529412,139
Carex_extensa,OZ205465.1,2407,14,41,2366,2.9285714285714284,3,157.73333333333332,181
Carex_extensa,OZ205466.1,2273,17,43,2230,2.5294117647058822,3,123.88888888888889,116
Carex_extensa,OZ205467.1,2268,11,36,2232,3.272727272727273,3,186,165.5
Carex_extensa,OZ205468.1,2242,17,52,2190,3.0588235294117645,3,121.66666666666667,112.5
Carex_extensa,OZ205469.1,2153,15,63,2090,4.2,4,130.625,109
Carex_extensa,OZ205470.1,2135,20,64,2071,3.2,2,98.61904761904762,45
Carex_extensa,OZ205471.1,2094,11,36,2058,3.272727272727273,3,171.5,172
Carex_extensa,OZ205472.1,2046,13,36,2010,2.769230769230769,3,143.57142857142858,139.5
Carex_extensa,OZ205473.1,1912,11,41,1871,3.727272727272727,3,155.91666666666666,88
Carex_extensa,OZ205474.1,1853,11,34,1819,3.090909090909091,3,151.58333333333334,104.5
Carex_extensa,OZ205475.1,1821,10,33,1788,3.3,3.5,162.54545454545453,136
Carex_extensa,OZ205476.1,1788,10,34,1754,3.4,4,159.45454545454547,146
Carex_extensa,OZ205477.1,1679,8,20,1659,2.5,2,184.33333333333334,150
Carex_extensa,OZ205478.1,1652,10,30,1622,3,3,147.45454545454547,114
Carex_extensa,OZ205479.1,1602,8,26,1576,3.25,2.5,175.11111111111111,92
Carex_extensa,OZ205480.1,1537,16,38,1499,2.375,2,88.17647058823529,41
Carex_extensa,OZ205481.1,1526,8,17,1509,2.125,2,167.66666666666666,168
Carex_extensa,OZ205482.1,1525,6,24,1501,4,4,214.42857142857142,178
Carex_extensa,OZ205483.1,1513,6,26,1487,4.333333333333333,4,212.42857142857142,247
Carex_extensa,OZ205484.1,1465,5,12,1453,2.4,3,242.16666666666666,173.5
Carex_extensa,OZ205485.1,1440,9,30,1410,3.3333333333333335,3,141,150
Carex_extensa,OZ205486.1,1396,6,22,1374,3.6666666666666665,4,196.28571428571428,227
Carex_extensa,OZ205487.1,1376,9,26,1350,2.888888888888889,3,135,124.5
Carex_extensa,OZ205488.1,1294,5,17,1277,3.4,4,212.83333333333334,136
Carex_nigra,OZ256472.1,3077,32,141,2936,4.40625,4,88.96969696969697,113
Carex_nigra,OZ256473.1,2867,27,124,2743,4.592592592592593,5,97.96428571428571,104
Carex_nigra,OZ256474.1,2781,9,35,2746,3.888888888888889,4,274.6,236.5
Carex_nigra,OZ256475.1,2666,16,74,2592,4.625,5,152.47058823529412,131
Carex_nigra,OZ256476.1,2556,25,108,2448,4.32,5,94.15384615384616,86
Carex_nigra,OZ256477.1,2461,10,54,2407,5.4,5.5,218.8181818181818,235
Carex_nigra,OZ256478.1,2354,9,42,2312,4.666666666666667,5,231.2,234
Carex_nigra,OZ256479.1,2337,13,48,2289,3.6923076923076925,4,163.5,166
Carex_nigra,OZ256480.1,2299,13,54,2245,4.153846153846154,5,160.35714285714286,155.5
Carex_nigra,OZ256481.1,2287,24,127,2160,5.291666666666667,5,86.4,95
Carex_nigra,OZ256482.1,2202,17,77,2125,4.529411764705882,5,118.05555555555556,119
Carex_nigra,OZ256483.1,2199,21,97,2102,4.619047619047619,5,95.54545454545455,104
Carex_nigra,OZ256484.1,2189,13,61,2128,4.6923076923076925,5,152,151.5
Carex_nigra,OZ256485.1,2170,19,84,2086,4.421052631578948,4,104.3,120.5
Carex_nigra,OZ256486.1,2151,10,40,2111,4,4,191.9090909090909,167
Carex_nigra,OZ256487.1,2147,15,72,2075,4.8,5,129.6875,139
Carex_nigra,OZ256488.1,2114,16,70,2044,4.375,4,120.23529411764706,105
Carex_nigra,OZ256489.1,2042,15,64,1978,4.266666666666667,4,123.625,139.5
Carex_nigra,OZ256490.1,2039,16,82,1957,5.125,5,115.11764705882354,85
Carex_nigra,OZ256491.1,2010,25,120,1890,4.8,5,72.69230769,74.5
Carex_nigra,OZ256492.1,1998,21,100,1898,4.761904761904762,4,86.27272727272727,86.5
Carex_nigra,OZ256493.1,1945,9,31,1914,3.4444444444444446,4,191.4,142
Carex_nigra,OZ256494.1,1875,13,50,1825,3.8461538461538463,4,130.35714285714286,144.5
Carex_nigra,OZ256495.1,1801,10,39,1762,3.9,4.5,160.1818181818182,198
Carex_nigra,OZ256496.1,1801,9,36,1765,4,4,176.5,189
Carex_nigra,OZ256497.1,1791,14,49,1742,3.5,4,116.13333333333334,100
Carex_nigra,OZ256498.1,1714,12,67,1647,5.583333333333333,5.5,126.6923076923077,134
Carex_nigra,OZ256499.1,1713,16,78,1635,4.875,4.5,96.17647058823529,98
Carex_nigra,OZ256500.1,1709,3,7,1702,2.3333333333333335,2,425.5,444.5
Carex_nigra,OZ256501.1,1653,9,39,1614,4.333333333333333,5,161.4,171
Carex_nigra,OZ256502.1,1589,10,45,1544,4.5,4,140.36363636363637,115
Carex_nigra,OZ256503.1,1582,9,46,1536,5.111111111111111,5,153.6,151
Carex_nigra,OZ256504.1,1577,6,38,1539,6.333333333333333,4.5,219.85714285714286,205
Carex_nigra,OZ256505.1,1558,11,49,1509,4.454545454545454,4,125.75,122.5
Carex_nigra,OZ256506.1,1545,11,54,1491,4.909090909090909,5,124.25,136.5
Carex_nigra,OZ256507.1,1538,9,40,1498,4.444444444444445,4,149.8,137.5
Carex_nigra,OZ256508.1,1518,4,21,1497,5.25,4.5,299.4,224
Carex_nigra,OZ256509.1,1473,12,53,1420,4.416666666666667,5,109.23076923076923,109
Carex_nigra,OZ256510.1,1341,2,5,1336,2.5,2.5,445.3333333333333,452
Carex_nigra,OZ256511.1,1341,5,16,1325,3.2,3,220.83333333333334,116
Carex_nigra,OZ256512.1,1222,4,14,1208,3.5,4,241.6,196
Carex_nigra,OZ256514.1,1058,2,7,1051,3.5,3.5,350.3333333333333,310
Carex_divulsa,OZ060182.1,9143,38,697,8446,18.342105263157894,8,216.56410256410257,193
Carex_divulsa,OZ060183.1,4677,22,262,4415,11.909090909090908,5.5,191.95652173913044,223
Carex_divulsa,OZ060184.1,4555,17,229,4326,13.470588235294118,6,240.33333333333334,248.5
Carex_divulsa,OZ060185.1,3259,20,295,2964,14.75,6,141.14285714285714,142
Carex_divulsa,OZ060186.1,3246,17,180,3066,10.588235294117647,6,170.33333333333334,161.5
Carex_divulsa,OZ060187.1,3160,15,188,2972,12.533333333333333,6,185.75,185.5
Carex_divulsa,OZ060188.1,3078,17,151,2927,8.882352941176471,6,162.61111111111111,174
Carex_divulsa,OZ060189.1,3043,16,289,2754,18.0625,11,162,184
Carex_divulsa,OZ060190.1,3041,19,198,2843,10.421052631578947,9,142.15,166.5
Carex_divulsa,OZ060191.1,2688,12,121,2567,10.083333333333334,8,197.46153846153845,169
Carex_divulsa,OZ060192.1,2682,16,123,2559,7.6875,7.5,150.52941176470588,180
Carex_divulsa,OZ060193.1,2643,15,135,2508,9,7,156.75,192.5
Carex_divulsa,OZ060194.1,2624,11,128,2496,11.636363636363637,12,208,203.5
Carex_divulsa,OZ060195.1,2580,15,162,2418,10.8,7,151.125,166.5
Carex_divulsa,OZ060196.1,2436,10,115,2321,11.5,8,211,177
Carex_divulsa,OZ060197.1,2435,12,111,2324,9.25,7.5,178.76923076923077,185
Carex_divulsa,OZ060198.1,2293,13,162,2131,12.461538461538462,9,152.21428571428572,170.5
Carex_divulsa,OZ060199.1,2251,9,70,2181,7.777777777777778,7,218.1,212
Carex_divulsa,OZ060200.1,2184,6,107,2077,17.833333333333332,20,296.7142857142857,276
Carex_divulsa,OZ060201.1,2165,12,103,2062,8.583333333333334,8,158.6153846153846,193
Carex_divulsa,OZ060202.1,2123,9,150,1973,16.666666666666668,12,197.3,204
Carex_divulsa,OZ060203.1,2108,15,134,1974,8.933333333333334,6,123.375,79.5
Carex_divulsa,OZ060204.1,2101,10,141,1960,14.1,10,178.1818181818182,203
Carex_divulsa,OZ060205.1,1937,7,76,1861,10.857142857142858,9,232.625,265
Carex_divulsa,OZ060206.1,1849,8,97,1752,12.125,9,194.66666666666666,158
Carex_divulsa,OZ060207.1,1736,10,93,1643,9.3,7,149.36363636363637,171
Carex_divulsa,OZ060208.1,1597,7,90,1507,12.857142857142858,11,188.375,188
Juncus_squarrosus,OZ243986.1,5253,13,208,5045,16,2,360.35714285714283,16
Juncus_squarrosus,OZ243987.1,4463,17,509,3954,29.941176470588236,13,219.66666666666666,21
Juncus_squarrosus,OZ243988.1,4099,21,300,3799,14.285714285714286,4,172.6818181818182,23.5
Juncus_squarrosus,OZ243989.1,4005,1,50,3955,50,50,1977.5,1977.5
Juncus_squarrosus,OZ243990.1,3968,12,126,3842,10.5,5,295.53846153846155,37
Juncus_squarrosus,OZ243991.1,3941,7,123,3818,17.571428571428573,5,477.25,40.5
Juncus_squarrosus,OZ243992.1,3598,8,164,3434,20.5,5,381.55555555555554,20
Juncus_squarrosus,OZ243993.1,3430,17,727,2703,42.76470588235294,5,150.16666666666666,3
Juncus_squarrosus,OZ243994.1,3374,4,188,3186,47,11.5,637.2,298
Juncus_squarrosus,OZ243995.1,3373,4,444,2929,111,5,585.8,488
Juncus_squarrosus,OZ243996.1,3251,5,252,2999,50.4,5,499.8333333333333,82.5
Juncus_squarrosus,OZ243997.1,2764,1,242,2522,242,242,1261,1261
Juncus_squarrosus,OZ243998.1,2703,8,288,2415,36,20.5,268.3333333333333,1
Juncus_squarrosus,OZ243999.1,2656,7,196,2460,28,2,307.5,154.5
Juncus_squarrosus,OZ244000.1,2520,2,215,2305,107.5,107.5,768.3333333333334,918
Juncus_squarrosus,OZ244001.1,2468,5,207,2261,41.4,14,376.8333333333333,49.5
Juncus_squarrosus,OZ244002.1,2240,4,290,1950,72.5,40.5,390,17
Juncus_squarrosus,OZ244003.1,2139,4,490,1649,122.5,59.5,329.8,43
Juncus_squarrosus,OZ244004.1,2126,4,154,1972,38.5,2,394.4,213
Juncus_squarrosus,OZ244005.1,1332,3,68,1264,22.666666666666668,2,316,252
Eriophorum_angustifolium,OZ259035.1,4429,27,202,4227,7.481481481481482,6,150.96428571428572,134
Eriophorum_angustifolium,OZ259036.1,4261,20,99,4162,4.95,4,198.1904761904762,171
Eriophorum_angustifolium,OZ259037.1,4128,27,227,3901,8.407407407407407,6,139.32142857142858,90
Eriophorum_angustifolium,OZ259038.1,4088,21,251,3837,11.952380952380953,6,174.4090909090909,110
Eriophorum_angustifolium,OZ259039.1,3885,19,84,3801,4.421052631578948,3,190.05,97
Eriophorum_angustifolium,OZ259040.1,3833,18,133,3700,7.388888888888889,6,194.73684210526315,170
Eriophorum_angustifolium,OZ259041.1,3429,19,226,3203,11.894736842105264,9,160.15,108
Eriophorum_angustifolium,OZ259042.1,3286,32,235,3051,7.34375,7,92.45454545454545,88
Eriophorum_angustifolium,OZ259043.1,3202,33,197,3005,5.96969697,5,88.38235294117646,74
Eriophorum_angustifolium,OZ259044.1,3176,27,164,3012,6.074074074074074,6,107.57142857142857,99
Eriophorum_angustifolium,OZ259045.1,3093,25,158,2935,6.32,5,112.88461538461539,91
Eriophorum_angustifolium,OZ259046.1,2956,30,186,2770,6.2,6,89.35483870967742,80
Eriophorum_angustifolium,OZ259047.1,2918,22,141,2777,6.409090909090909,5,120.73913043478261,115
Eriophorum_angustifolium,OZ259048.1,2869,12,76,2793,6.333333333333333,6.5,214.84615384615384,146
Eriophorum_angustifolium,OZ259049.1,2839,32,171,2668,5.34375,5,80.84848484848484,59
Eriophorum_angustifolium,OZ259050.1,2817,16,116,2701,7.25,7,158.88235294117646,143
Eriophorum_angustifolium,OZ259051.1,2793,25,135,2658,5.4,6,102.23076923076923,87.5
Eriophorum_angustifolium,OZ259052.1,2669,22,146,2523,6.636363636363637,5,109.69565217391305,104
Eriophorum_angustifolium,OZ259053.1,2666,27,199,2467,7.37037037,7,88.10714285714286,74.5
Eriophorum_angustifolium,OZ259054.1,2661,28,243,2418,8.678571428571429,6,83.37931034482759,79
Eriophorum_angustifolium,OZ259055.1,2568,13,114,2454,8.769230769,7,175.28571428571428,131
Eriophorum_angustifolium,OZ259056.1,2562,21,143,2419,6.809523809523809,6,109.95454545454545,115
Eriophorum_angustifolium,OZ259057.1,2445,12,65,2380,5.416666666666667,5.5,183.07692307692307,177
Eriophorum_angustifolium,OZ259058.1,2275,14,99,2176,7.071428571428571,6,145.06666666666666,141
Eriophorum_angustifolium,OZ259059.1,2318,11,92,2226,8.363636363636363,6,185.5,155.5
Eriophorum_angustifolium,OZ259060.1,2146,7,33,2113,4.714285714285714,5,264.125,229.5
Eriophorum_angustifolium,OZ259061.1,1839,5,33,1806,6.6,9,301,177.5
Eriophorum_angustifolium,OZ259062.1,1832,5,20,1812,4,4,302,383.5
Eriophorum_angustifolium,OZ259063.1,1755,6,19,1736,3.1666666666666665,3,248,130
Schoenus_nigricans,OZ277373.1,14755,79,1281,13474,16.21518987341772,5,168.425,37.5
Schoenus_nigricans,OZ277374.1,9934,50,1641,8293,32.82,8,162.6078431372549,3
Schoenus_nigricans,OZ277375.1,8763,44,1198,7565,27.227272727272727,7,168.11111111111111,4
Schoenus_nigricans,OZ277376.1,8313,40,1435,6878,35.875,6,167.7560975609756,30
Schoenus_nigricans,OZ277377.1,8271,36,1241,7030,34.47222222222222,7.5,190,32
Schoenus_nigricans,OZ277378.1,8094,41,1180,6914,28.78048780487805,7,164.61904761904762,29.5
Schoenus_nigricans,OZ277379.1,7827,61,1315,6512,21.557377049180328,3,105.03225806451613,3
Schoenus_nigricans,OZ277380.1,7644,43,1022,6622,23.767441860465116,6,150.5,5
Schoenus_nigricans,OZ277381.1,7624,40,637,6987,15.925,4,170.41463414634146,103
Schoenus_nigricans,OZ277382.1,7348,43,1241,6107,28.86046511627907,6,138.79545454545453,6.5
Schoenus_nigricans,OZ277383.1,7303,29,885,6418,30.517241379310345,4,213.93333333333334,134
Schoenus_nigricans,OZ277384.1,7026,29,786,6240,27.103448275862068,6,208,3.5
Schoenus_nigricans,OZ277385.1,6576,38,1242,5334,32.68421052631579,11,136.76923076923077,3
Schoenus_nigricans,OZ277386.1,6343,38,900,5443,23.68421052631579,5,139.56410256410257,32
Schoenus_nigricans,OZ277387.1,6126,38,840,5286,22.105263157894736,5.5,135.53846153846155,4
Schoenus_nigricans,OZ277388.1,6015,37,833,5182,22.513513513513512,2,136.3684210526316,11.5
Schoenus_nigricans,OZ277389.1,5947,27,886,5061,32.81481481481482,8,180.75,14
Schoenus_nigricans,OZ277390.1,5880,31,872,5008,28.129032258064516,7,156.5,97.5
Schoenus_nigricans,OZ277391.1,5653,27,819,4834,30.333333333333332,9,172.64285714285714,3
Schoenus_nigricans,OZ277392.1,4298,26,414,3884,15.923076923076923,4,143.85185185185185,14
Schoenus_nigricans,OZ277393.1,4267,31,553,3714,17.838709677419356,5,116.0625,2
Juncus_inflexus,OZ276004.1,4213,25,1531,2682,61.24,13,103.15384615384616,2
Juncus_inflexus,OZ276005.1,3739,38,1218,2521,32.05263157894737,18,64.64102564102564,4
Juncus_inflexus,OZ276006.1,3694,19,533,3161,28.05263157894737,6,158.05,24
Juncus_inflexus,OZ276007.1,3607,11,103,3504,9.363636363636363,5,292,2.5
Juncus_inflexus,OZ276008.1,3581,26,704,2877,27.076923076923077,26.5,106.55555555555556,2
Juncus_inflexus,OZ276009.1,3579,34,814,2765,23.941176470588236,5.5,79,18
Juncus_inflexus,OZ276010.1,3235,41,270,2965,6.585365853658536,4,70.5952381,3.5
Juncus_inflexus,OZ276011.1,3206,11,395,2811,35.90909090909091,10,234.25,25.5
Juncus_inflexus,OZ276012.1,3147,7,20,3127,2.857142857142857,2,390.875,88
